id,ADI,CV2,Category
FOODS_2_303_CA_1_validation,3.4,0.39,Intermittent (Ngắt quãng)
FOODS_2_303_CA_2_validation,3.07,0.34,Intermittent (Ngắt quãng)
FOODS_2_303_CA_3_validation,1.99,0.37,Intermittent (Ngắt quãng)
FOODS_2_303_CA_4_validation,3.4,0.24,Intermittent (Ngắt quãng)
FOODS_2_303_TX_1_validation,3.9,0.27,Intermittent (Ngắt quãng)
FOODS_2_303_TX_2_validation,2.85,0.37,Intermittent (Ngắt quãng)
FOODS_2_303_TX_3_validation,3.42,0.26,Intermittent (Ngắt quãng)
FOODS_2_303_WI_1_validation,3.07,0.36,Intermittent (Ngắt quãng)
FOODS_2_303_WI_2_validation,2.57,0.45,Intermittent (Ngắt quãng)
FOODS_2_303_WI_3_validation,2.43,0.38,Intermittent (Ngắt quãng)
FOODS_2_304_CA_1_validation,1.58,0.35,Intermittent (Ngắt quãng)
FOODS_2_304_CA_2_validation,1.77,0.42,Intermittent (Ngắt quãng)
FOODS_2_304_CA_3_validation,1.26,0.34,Smooth (Đều đặn)
FOODS_2_304_CA_4_validation,1.61,0.22,Intermittent (Ngắt quãng)
FOODS_2_304_TX_1_validation,2.18,0.26,Intermittent (Ngắt quãng)
FOODS_2_304_TX_2_validation,1.87,0.34,Intermittent (Ngắt quãng)
FOODS_2_304_TX_3_validation,2.0,0.24,Intermittent (Ngắt quãng)
FOODS_2_304_WI_1_validation,2.02,0.24,Intermittent (Ngắt quãng)
FOODS_2_304_WI_2_validation,2.41,0.25,Intermittent (Ngắt quãng)
FOODS_2_304_WI_3_validation,2.36,0.24,Intermittent (Ngắt quãng)
FOODS_2_305_CA_1_validation,3.33,0.19,Intermittent (Ngắt quãng)
FOODS_2_305_CA_2_validation,3.39,0.0,Intermittent (Ngắt quãng)
FOODS_2_305_CA_3_validation,3.25,0.23,Intermittent (Ngắt quãng)
FOODS_2_305_CA_4_validation,5.08,0.0,Intermittent (Ngắt quãng)
FOODS_2_305_TX_1_validation,7.0,0.0,Intermittent (Ngắt quãng)
FOODS_2_305_TX_2_validation,6.42,0.0,Intermittent (Ngắt quãng)
FOODS_2_305_TX_3_validation,6.69,0.0,Intermittent (Ngắt quãng)
FOODS_2_305_WI_1_validation,7.47,0.23,Intermittent (Ngắt quãng)
FOODS_2_305_WI_2_validation,2.49,0.25,Intermittent (Ngắt quãng)
FOODS_2_305_WI_3_validation,4.96,0.2,Intermittent (Ngắt quãng)
FOODS_2_306_CA_1_validation,2.02,0.26,Intermittent (Ngắt quãng)
FOODS_2_306_CA_2_validation,2.83,0.25,Intermittent (Ngắt quãng)
FOODS_2_306_CA_3_validation,1.5,0.58,Lumpy (Cục bộ)
FOODS_2_306_CA_4_validation,2.72,0.22,Intermittent (Ngắt quãng)
FOODS_2_306_TX_1_validation,2.5,0.24,Intermittent (Ngắt quãng)
FOODS_2_306_TX_2_validation,2.14,0.25,Intermittent (Ngắt quãng)
FOODS_2_306_TX_3_validation,3.58,0.2,Intermittent (Ngắt quãng)
FOODS_2_306_WI_1_validation,1.92,0.24,Intermittent (Ngắt quãng)
FOODS_2_306_WI_2_validation,2.98,0.0,Intermittent (Ngắt quãng)
FOODS_2_306_WI_3_validation,3.71,0.22,Intermittent (Ngắt quãng)
FOODS_2_307_CA_1_validation,1.36,0.44,Intermittent (Ngắt quãng)
FOODS_2_307_CA_2_validation,1.66,0.43,Intermittent (Ngắt quãng)
FOODS_2_307_CA_3_validation,1.36,0.42,Intermittent (Ngắt quãng)
FOODS_2_307_CA_4_validation,1.42,0.4,Intermittent (Ngắt quãng)
FOODS_2_307_TX_1_validation,2.18,0.36,Intermittent (Ngắt quãng)
FOODS_2_307_TX_2_validation,2.64,0.25,Intermittent (Ngắt quãng)
FOODS_2_307_TX_3_validation,1.83,0.4,Intermittent (Ngắt quãng)
FOODS_2_307_WI_1_validation,1.32,0.38,Smooth (Đều đặn)
FOODS_2_307_WI_2_validation,1.3,0.54,Erratic (Thất thường)
FOODS_2_307_WI_3_validation,1.75,0.39,Intermittent (Ngắt quãng)
FOODS_2_308_CA_1_validation,2.2,0.4,Intermittent (Ngắt quãng)
FOODS_2_308_CA_2_validation,2.57,0.24,Intermittent (Ngắt quãng)
FOODS_2_308_CA_3_validation,2.88,0.26,Intermittent (Ngắt quãng)
FOODS_2_308_CA_4_validation,2.86,0.24,Intermittent (Ngắt quãng)
FOODS_2_308_TX_1_validation,6.07,0.24,Intermittent (Ngắt quãng)
FOODS_2_308_TX_2_validation,3.16,0.25,Intermittent (Ngắt quãng)
FOODS_2_308_TX_3_validation,3.01,0.24,Intermittent (Ngắt quãng)
FOODS_2_308_WI_1_validation,2.73,0.25,Intermittent (Ngắt quãng)
FOODS_2_308_WI_2_validation,3.17,0.25,Intermittent (Ngắt quãng)
FOODS_2_308_WI_3_validation,3.91,0.21,Intermittent (Ngắt quãng)
FOODS_2_309_CA_1_validation,1.41,0.38,Intermittent (Ngắt quãng)
FOODS_2_309_CA_2_validation,1.46,0.42,Intermittent (Ngắt quãng)
FOODS_2_309_CA_3_validation,1.27,0.42,Smooth (Đều đặn)
FOODS_2_309_CA_4_validation,1.92,0.25,Intermittent (Ngắt quãng)
FOODS_2_309_TX_1_validation,1.92,0.23,Intermittent (Ngắt quãng)
FOODS_2_309_TX_2_validation,1.98,0.25,Intermittent (Ngắt quãng)
FOODS_2_309_TX_3_validation,1.44,0.24,Intermittent (Ngắt quãng)
FOODS_2_309_WI_1_validation,1.44,0.31,Intermittent (Ngắt quãng)
FOODS_2_309_WI_2_validation,1.15,0.4,Smooth (Đều đặn)
FOODS_2_309_WI_3_validation,1.16,0.39,Smooth (Đều đặn)
FOODS_2_310_CA_1_validation,4.22,0.25,Intermittent (Ngắt quãng)
FOODS_2_310_CA_2_validation,2.77,0.2,Intermittent (Ngắt quãng)
FOODS_2_310_CA_3_validation,3.18,0.25,Intermittent (Ngắt quãng)
FOODS_2_310_CA_4_validation,4.42,0.2,Intermittent (Ngắt quãng)
FOODS_2_310_TX_1_validation,5.27,0.27,Intermittent (Ngắt quãng)
FOODS_2_310_TX_2_validation,6.5,0.23,Intermittent (Ngắt quãng)
FOODS_2_310_TX_3_validation,6.8,0.0,Intermittent (Ngắt quãng)
FOODS_2_310_WI_1_validation,4.15,0.28,Intermittent (Ngắt quãng)
FOODS_2_310_WI_2_validation,3.75,0.26,Intermittent (Ngắt quãng)
FOODS_2_310_WI_3_validation,6.2,0.24,Intermittent (Ngắt quãng)
FOODS_2_311_CA_1_validation,1.57,0.33,Intermittent (Ngắt quãng)
FOODS_2_311_CA_2_validation,1.56,0.34,Intermittent (Ngắt quãng)
FOODS_2_311_CA_3_validation,1.41,0.36,Intermittent (Ngắt quãng)
FOODS_2_311_CA_4_validation,1.56,0.3,Intermittent (Ngắt quãng)
FOODS_2_311_TX_1_validation,1.8,0.25,Intermittent (Ngắt quãng)
FOODS_2_311_TX_2_validation,1.57,0.34,Intermittent (Ngắt quãng)
FOODS_2_311_TX_3_validation,1.43,0.33,Intermittent (Ngắt quãng)
FOODS_2_311_WI_1_validation,1.61,0.35,Intermittent (Ngắt quãng)
FOODS_2_311_WI_2_validation,1.61,0.48,Intermittent (Ngắt quãng)
FOODS_2_311_WI_3_validation,1.75,0.45,Intermittent (Ngắt quãng)
FOODS_2_312_CA_1_validation,4.22,0.25,Intermittent (Ngắt quãng)
FOODS_2_312_CA_2_validation,3.9,0.23,Intermittent (Ngắt quãng)
FOODS_2_312_CA_3_validation,3.39,0.23,Intermittent (Ngắt quãng)
FOODS_2_312_CA_4_validation,4.42,0.0,Intermittent (Ngắt quãng)
FOODS_2_312_TX_1_validation,3.08,0.2,Intermittent (Ngắt quãng)
FOODS_2_312_TX_2_validation,2.48,0.25,Intermittent (Ngắt quãng)
FOODS_2_312_TX_3_validation,2.96,0.22,Intermittent (Ngắt quãng)
FOODS_2_312_WI_1_validation,2.33,0.24,Intermittent (Ngắt quãng)
FOODS_2_312_WI_2_validation,2.4,0.25,Intermittent (Ngắt quãng)
FOODS_2_312_WI_3_validation,7.44,0.25,Intermittent (Ngắt quãng)
FOODS_2_313_CA_1_validation,6.87,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_CA_2_validation,4.18,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_CA_3_validation,5.62,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_CA_4_validation,7.21,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_TX_1_validation,4.32,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_TX_2_validation,3.55,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_TX_3_validation,3.53,0.2,Intermittent (Ngắt quãng)
FOODS_2_313_WI_1_validation,10.5,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_WI_2_validation,4.16,0.0,Intermittent (Ngắt quãng)
FOODS_2_313_WI_3_validation,9.05,0.0,Intermittent (Ngắt quãng)
FOODS_2_314_CA_1_validation,3.0,0.25,Intermittent (Ngắt quãng)
FOODS_2_314_CA_2_validation,3.21,0.0,Intermittent (Ngắt quãng)
FOODS_2_314_CA_3_validation,2.6,0.25,Intermittent (Ngắt quãng)
FOODS_2_314_CA_4_validation,4.31,0.0,Intermittent (Ngắt quãng)
FOODS_2_314_TX_1_validation,4.55,0.0,Intermittent (Ngắt quãng)
FOODS_2_314_TX_2_validation,3.41,0.23,Intermittent (Ngắt quãng)
FOODS_2_314_TX_3_validation,2.81,0.22,Intermittent (Ngắt quãng)
FOODS_2_314_WI_1_validation,1.97,0.24,Intermittent (Ngắt quãng)
FOODS_2_314_WI_2_validation,1.95,0.38,Intermittent (Ngắt quãng)
FOODS_2_314_WI_3_validation,3.48,0.25,Intermittent (Ngắt quãng)
FOODS_2_315_CA_1_validation,1.45,0.37,Intermittent (Ngắt quãng)
FOODS_2_315_CA_2_validation,1.44,0.44,Intermittent (Ngắt quãng)
FOODS_2_315_CA_3_validation,1.28,0.34,Smooth (Đều đặn)
FOODS_2_315_CA_4_validation,1.48,0.36,Intermittent (Ngắt quãng)
FOODS_2_315_TX_1_validation,1.41,0.4,Intermittent (Ngắt quãng)
FOODS_2_315_TX_2_validation,1.68,0.48,Intermittent (Ngắt quãng)
FOODS_2_315_TX_3_validation,1.4,0.38,Intermittent (Ngắt quãng)
FOODS_2_315_WI_1_validation,1.56,0.42,Intermittent (Ngắt quãng)
FOODS_2_315_WI_2_validation,1.63,0.44,Intermittent (Ngắt quãng)
FOODS_2_315_WI_3_validation,1.68,0.51,Lumpy (Cục bộ)
FOODS_2_316_CA_1_validation,3.57,0.34,Intermittent (Ngắt quãng)
FOODS_2_316_CA_2_validation,2.93,0.25,Intermittent (Ngắt quãng)
FOODS_2_316_CA_3_validation,3.04,0.52,Lumpy (Cục bộ)
FOODS_2_316_CA_4_validation,5.38,0.2,Intermittent (Ngắt quãng)
FOODS_2_316_TX_1_validation,2.84,0.39,Intermittent (Ngắt quãng)
FOODS_2_316_TX_2_validation,2.75,0.38,Intermittent (Ngắt quãng)
FOODS_2_316_TX_3_validation,3.61,0.35,Intermittent (Ngắt quãng)
FOODS_2_316_WI_1_validation,7.77,0.26,Intermittent (Ngắt quãng)
FOODS_2_316_WI_2_validation,5.3,0.52,Lumpy (Cục bộ)
FOODS_2_316_WI_3_validation,4.46,0.43,Intermittent (Ngắt quãng)
FOODS_2_317_CA_1_validation,4.94,0.24,Intermittent (Ngắt quãng)
FOODS_2_317_CA_2_validation,5.64,0.23,Intermittent (Ngắt quãng)
FOODS_2_317_CA_3_validation,3.83,0.22,Intermittent (Ngắt quãng)
FOODS_2_317_CA_4_validation,4.6,0.2,Intermittent (Ngắt quãng)
FOODS_2_317_TX_1_validation,3.59,0.21,Intermittent (Ngắt quãng)
FOODS_2_317_TX_2_validation,2.86,0.23,Intermittent (Ngắt quãng)
FOODS_2_317_TX_3_validation,2.79,0.25,Intermittent (Ngắt quãng)
FOODS_2_317_WI_1_validation,5.01,0.22,Intermittent (Ngắt quãng)
FOODS_2_317_WI_2_validation,4.44,0.23,Intermittent (Ngắt quãng)
FOODS_2_317_WI_3_validation,5.76,0.24,Intermittent (Ngắt quãng)
FOODS_2_318_CA_1_validation,2.27,0.41,Intermittent (Ngắt quãng)
FOODS_2_318_CA_2_validation,1.25,0.36,Smooth (Đều đặn)
FOODS_2_318_CA_3_validation,1.65,0.29,Intermittent (Ngắt quãng)
FOODS_2_318_CA_4_validation,2.04,0.32,Intermittent (Ngắt quãng)
FOODS_2_318_TX_1_validation,2.51,0.4,Intermittent (Ngắt quãng)
FOODS_2_318_TX_2_validation,2.1,0.5,Lumpy (Cục bộ)
FOODS_2_318_TX_3_validation,1.29,0.4,Smooth (Đều đặn)
FOODS_2_318_WI_1_validation,1.2,0.33,Smooth (Đều đặn)
FOODS_2_318_WI_2_validation,1.33,0.38,Intermittent (Ngắt quãng)
FOODS_2_318_WI_3_validation,2.19,0.42,Intermittent (Ngắt quãng)
FOODS_2_319_CA_1_validation,3.0,0.25,Intermittent (Ngắt quãng)
FOODS_2_319_CA_2_validation,4.94,0.14,Intermittent (Ngắt quãng)
FOODS_2_319_CA_3_validation,2.51,0.25,Intermittent (Ngắt quãng)
FOODS_2_319_CA_4_validation,2.6,0.25,Intermittent (Ngắt quãng)
FOODS_2_319_TX_1_validation,5.74,0.0,Intermittent (Ngắt quãng)
FOODS_2_319_TX_2_validation,3.84,0.21,Intermittent (Ngắt quãng)
FOODS_2_319_TX_3_validation,20.54,0.0,Intermittent (Ngắt quãng)
FOODS_2_319_WI_1_validation,3.05,0.23,Intermittent (Ngắt quãng)
FOODS_2_319_WI_2_validation,3.88,0.26,Intermittent (Ngắt quãng)
FOODS_2_319_WI_3_validation,5.08,0.24,Intermittent (Ngắt quãng)
FOODS_2_320_CA_1_validation,2.57,0.39,Intermittent (Ngắt quãng)
FOODS_2_320_CA_2_validation,3.02,0.23,Intermittent (Ngắt quãng)
FOODS_2_320_CA_3_validation,1.81,0.42,Intermittent (Ngắt quãng)
FOODS_2_320_CA_4_validation,2.62,0.26,Intermittent (Ngắt quãng)
FOODS_2_320_TX_1_validation,2.11,0.45,Intermittent (Ngắt quãng)
FOODS_2_320_TX_2_validation,2.04,0.48,Intermittent (Ngắt quãng)
FOODS_2_320_TX_3_validation,1.75,0.47,Intermittent (Ngắt quãng)
FOODS_2_320_WI_1_validation,2.33,0.26,Intermittent (Ngắt quãng)
FOODS_2_320_WI_2_validation,1.46,0.38,Intermittent (Ngắt quãng)
FOODS_2_320_WI_3_validation,1.61,0.39,Intermittent (Ngắt quãng)
FOODS_2_321_CA_1_validation,1.48,0.37,Intermittent (Ngắt quãng)
FOODS_2_321_CA_2_validation,1.36,0.33,Intermittent (Ngắt quãng)
FOODS_2_321_CA_3_validation,1.33,0.35,Intermittent (Ngắt quãng)
FOODS_2_321_CA_4_validation,1.92,0.24,Intermittent (Ngắt quãng)
FOODS_2_321_TX_1_validation,2.75,0.24,Intermittent (Ngắt quãng)
FOODS_2_321_TX_2_validation,2.06,0.26,Intermittent (Ngắt quãng)
FOODS_2_321_TX_3_validation,1.86,0.24,Intermittent (Ngắt quãng)
FOODS_2_321_WI_1_validation,1.97,0.26,Intermittent (Ngắt quãng)
FOODS_2_321_WI_2_validation,2.79,0.23,Intermittent (Ngắt quãng)
FOODS_2_321_WI_3_validation,2.51,0.23,Intermittent (Ngắt quãng)
FOODS_2_322_CA_1_validation,2.42,0.26,Intermittent (Ngắt quãng)
FOODS_2_322_CA_2_validation,1.05,0.31,Smooth (Đều đặn)
FOODS_2_322_CA_3_validation,1.37,0.35,Intermittent (Ngắt quãng)
FOODS_2_322_CA_4_validation,2.18,0.26,Intermittent (Ngắt quãng)
FOODS_2_322_TX_1_validation,1.22,0.41,Smooth (Đều đặn)
FOODS_2_322_TX_2_validation,1.24,0.33,Smooth (Đều đặn)
FOODS_2_322_TX_3_validation,1.2,0.34,Smooth (Đều đặn)
FOODS_2_322_WI_1_validation,1.18,0.32,Smooth (Đều đặn)
FOODS_2_322_WI_2_validation,1.12,0.39,Smooth (Đều đặn)
FOODS_2_322_WI_3_validation,1.14,0.48,Smooth (Đều đặn)
FOODS_2_323_CA_1_validation,5.1,0.21,Intermittent (Ngắt quãng)
FOODS_2_323_CA_2_validation,1.85,0.25,Intermittent (Ngắt quãng)
FOODS_2_323_CA_3_validation,2.81,0.27,Intermittent (Ngắt quãng)
FOODS_2_323_CA_4_validation,2.65,0.25,Intermittent (Ngắt quãng)
FOODS_2_323_TX_1_validation,5.51,0.0,Intermittent (Ngắt quãng)
FOODS_2_323_TX_2_validation,6.42,0.0,Intermittent (Ngắt quãng)
FOODS_2_323_TX_3_validation,5.78,0.3,Intermittent (Ngắt quãng)
FOODS_2_323_WI_1_validation,2.58,0.24,Intermittent (Ngắt quãng)
FOODS_2_323_WI_2_validation,2.35,0.22,Intermittent (Ngắt quãng)
FOODS_2_323_WI_3_validation,4.25,0.22,Intermittent (Ngắt quãng)
FOODS_2_324_CA_1_validation,2.95,0.26,Intermittent (Ngắt quãng)
FOODS_2_324_CA_2_validation,2.21,0.38,Intermittent (Ngắt quãng)
FOODS_2_324_CA_3_validation,2.71,0.24,Intermittent (Ngắt quãng)
FOODS_2_324_CA_4_validation,2.97,0.25,Intermittent (Ngắt quãng)
FOODS_2_324_TX_1_validation,3.78,0.25,Intermittent (Ngắt quãng)
FOODS_2_324_TX_2_validation,3.41,0.25,Intermittent (Ngắt quãng)
FOODS_2_324_TX_3_validation,2.94,0.26,Intermittent (Ngắt quãng)
FOODS_2_324_WI_1_validation,2.02,0.42,Intermittent (Ngắt quãng)
FOODS_2_324_WI_2_validation,2.4,0.38,Intermittent (Ngắt quãng)
FOODS_2_324_WI_3_validation,4.44,0.25,Intermittent (Ngắt quãng)
FOODS_2_325_CA_1_validation,1.08,0.41,Smooth (Đều đặn)
FOODS_2_325_CA_2_validation,3.91,0.49,Intermittent (Ngắt quãng)
FOODS_2_325_CA_3_validation,1.05,0.36,Smooth (Đều đặn)
FOODS_2_325_CA_4_validation,1.16,0.39,Smooth (Đều đặn)
FOODS_2_325_TX_1_validation,1.57,0.47,Intermittent (Ngắt quãng)
FOODS_2_325_TX_2_validation,1.24,0.41,Smooth (Đều đặn)
FOODS_2_325_TX_3_validation,1.2,0.45,Smooth (Đều đặn)
FOODS_2_325_WI_1_validation,1.11,0.39,Smooth (Đều đặn)
FOODS_2_325_WI_2_validation,1.12,0.38,Smooth (Đều đặn)
FOODS_2_325_WI_3_validation,1.09,0.39,Smooth (Đều đặn)
FOODS_2_326_CA_1_validation,1.54,0.48,Intermittent (Ngắt quãng)
FOODS_2_326_CA_2_validation,1.14,0.43,Smooth (Đều đặn)
FOODS_2_326_CA_3_validation,1.29,inf,Erratic (Thất thường)
FOODS_2_326_CA_4_validation,1.67,0.44,Intermittent (Ngắt quãng)
FOODS_2_326_TX_1_validation,1.05,0.37,Smooth (Đều đặn)
FOODS_2_326_TX_2_validation,1.08,0.34,Smooth (Đều đặn)
FOODS_2_326_TX_3_validation,1.14,0.35,Smooth (Đều đặn)
FOODS_2_326_WI_1_validation,1.63,0.42,Intermittent (Ngắt quãng)
FOODS_2_326_WI_2_validation,1.26,inf,Erratic (Thất thường)
FOODS_2_326_WI_3_validation,1.24,inf,Erratic (Thất thường)
FOODS_2_327_CA_1_validation,1.55,0.37,Intermittent (Ngắt quãng)
FOODS_2_327_CA_2_validation,2.21,0.36,Intermittent (Ngắt quãng)
FOODS_2_327_CA_3_validation,1.7,0.46,Intermittent (Ngắt quãng)
FOODS_2_327_CA_4_validation,1.82,0.37,Intermittent (Ngắt quãng)
FOODS_2_327_TX_1_validation,2.65,0.26,Intermittent (Ngắt quãng)
FOODS_2_327_TX_2_validation,2.07,0.37,Intermittent (Ngắt quãng)
FOODS_2_327_TX_3_validation,2.41,0.4,Intermittent (Ngắt quãng)
FOODS_2_327_WI_1_validation,1.72,0.37,Intermittent (Ngắt quãng)
FOODS_2_327_WI_2_validation,1.48,0.46,Intermittent (Ngắt quãng)
FOODS_2_327_WI_3_validation,2.46,0.4,Intermittent (Ngắt quãng)
FOODS_2_328_CA_1_validation,3.63,0.23,Intermittent (Ngắt quãng)
FOODS_2_328_CA_2_validation,3.01,0.24,Intermittent (Ngắt quãng)
FOODS_2_328_CA_3_validation,2.48,0.27,Intermittent (Ngắt quãng)
FOODS_2_328_CA_4_validation,3.42,0.2,Intermittent (Ngắt quãng)
FOODS_2_328_TX_1_validation,3.0,0.25,Intermittent (Ngắt quãng)
FOODS_2_328_TX_2_validation,2.78,0.23,Intermittent (Ngắt quãng)
FOODS_2_328_TX_3_validation,3.62,0.27,Intermittent (Ngắt quãng)
FOODS_2_328_WI_1_validation,1.98,0.24,Intermittent (Ngắt quãng)
FOODS_2_328_WI_2_validation,1.96,0.25,Intermittent (Ngắt quãng)
FOODS_2_328_WI_3_validation,2.57,0.22,Intermittent (Ngắt quãng)
FOODS_2_329_CA_1_validation,2.22,0.24,Intermittent (Ngắt quãng)
FOODS_2_329_CA_2_validation,2.89,0.19,Intermittent (Ngắt quãng)
FOODS_2_329_CA_3_validation,2.81,0.24,Intermittent (Ngắt quãng)
FOODS_2_329_CA_4_validation,2.55,0.24,Intermittent (Ngắt quãng)
FOODS_2_329_TX_1_validation,5.59,0.0,Intermittent (Ngắt quãng)
FOODS_2_329_TX_2_validation,6.17,0.0,Intermittent (Ngắt quãng)
FOODS_2_329_TX_3_validation,25.01,0.0,Intermittent (Ngắt quãng)
FOODS_2_329_WI_1_validation,5.2,0.0,Intermittent (Ngắt quãng)
FOODS_2_329_WI_2_validation,3.34,0.23,Intermittent (Ngắt quãng)
FOODS_2_329_WI_3_validation,4.44,0.22,Intermittent (Ngắt quãng)
FOODS_2_330_CA_1_validation,2.27,0.23,Intermittent (Ngắt quãng)
FOODS_2_330_CA_2_validation,3.35,0.25,Intermittent (Ngắt quãng)
FOODS_2_330_CA_3_validation,2.07,0.24,Intermittent (Ngắt quãng)
FOODS_2_330_CA_4_validation,3.98,0.24,Intermittent (Ngắt quãng)
FOODS_2_330_TX_1_validation,3.67,0.2,Intermittent (Ngắt quãng)
FOODS_2_330_TX_2_validation,2.09,0.26,Intermittent (Ngắt quãng)
FOODS_2_330_TX_3_validation,3.04,0.26,Intermittent (Ngắt quãng)
FOODS_2_330_WI_1_validation,1.62,0.36,Intermittent (Ngắt quãng)
FOODS_2_330_WI_2_validation,1.95,0.4,Intermittent (Ngắt quãng)
FOODS_2_330_WI_3_validation,2.27,0.28,Intermittent (Ngắt quãng)
FOODS_2_331_CA_1_validation,2.51,0.25,Intermittent (Ngắt quãng)
FOODS_2_331_CA_2_validation,2.3,0.25,Intermittent (Ngắt quãng)
FOODS_2_331_CA_3_validation,3.12,0.27,Intermittent (Ngắt quãng)
FOODS_2_331_CA_4_validation,3.02,0.27,Intermittent (Ngắt quãng)
FOODS_2_331_TX_1_validation,5.91,0.21,Intermittent (Ngắt quãng)
FOODS_2_331_TX_2_validation,4.41,0.24,Intermittent (Ngắt quãng)
FOODS_2_331_TX_3_validation,4.63,0.24,Intermittent (Ngắt quãng)
FOODS_2_331_WI_1_validation,1.73,0.33,Intermittent (Ngắt quãng)
FOODS_2_331_WI_2_validation,2.45,0.26,Intermittent (Ngắt quãng)
FOODS_2_331_WI_3_validation,3.49,0.26,Intermittent (Ngắt quãng)
FOODS_2_332_CA_1_validation,2.03,0.24,Intermittent (Ngắt quãng)
FOODS_2_332_CA_2_validation,3.25,0.26,Intermittent (Ngắt quãng)
FOODS_2_332_CA_3_validation,3.14,0.26,Intermittent (Ngắt quãng)
FOODS_2_332_CA_4_validation,2.96,0.21,Intermittent (Ngắt quãng)
FOODS_2_332_TX_1_validation,4.6,0.25,Intermittent (Ngắt quãng)
FOODS_2_332_TX_2_validation,3.23,0.25,Intermittent (Ngắt quãng)
FOODS_2_332_TX_3_validation,5.03,0.25,Intermittent (Ngắt quãng)
FOODS_2_332_WI_1_validation,4.39,0.24,Intermittent (Ngắt quãng)
FOODS_2_332_WI_2_validation,2.9,0.25,Intermittent (Ngắt quãng)
FOODS_2_332_WI_3_validation,3.05,0.28,Intermittent (Ngắt quãng)
FOODS_2_333_CA_1_validation,2.08,0.25,Intermittent (Ngắt quãng)
FOODS_2_333_CA_2_validation,1.94,0.36,Intermittent (Ngắt quãng)
FOODS_2_333_CA_3_validation,1.39,0.5,Lumpy (Cục bộ)
FOODS_2_333_CA_4_validation,2.17,0.24,Intermittent (Ngắt quãng)
FOODS_2_333_TX_1_validation,1.69,0.39,Intermittent (Ngắt quãng)
FOODS_2_333_TX_2_validation,1.56,0.37,Intermittent (Ngắt quãng)
FOODS_2_333_TX_3_validation,1.99,0.24,Intermittent (Ngắt quãng)
FOODS_2_333_WI_1_validation,1.53,0.35,Intermittent (Ngắt quãng)
FOODS_2_333_WI_2_validation,1.25,0.32,Smooth (Đều đặn)
FOODS_2_333_WI_3_validation,1.68,0.38,Intermittent (Ngắt quãng)
FOODS_2_334_CA_1_validation,4.31,0.25,Intermittent (Ngắt quãng)
FOODS_2_334_CA_2_validation,1.44,0.41,Intermittent (Ngắt quãng)
FOODS_2_334_CA_3_validation,2.58,0.43,Intermittent (Ngắt quãng)
FOODS_2_334_CA_4_validation,6.43,0.0,Intermittent (Ngắt quãng)
FOODS_2_334_TX_1_validation,3.23,0.26,Intermittent (Ngắt quãng)
FOODS_2_334_TX_2_validation,3.27,0.41,Intermittent (Ngắt quãng)
FOODS_2_334_TX_3_validation,3.07,0.4,Intermittent (Ngắt quãng)
FOODS_2_334_WI_1_validation,6.63,0.21,Intermittent (Ngắt quãng)
FOODS_2_334_WI_2_validation,4.11,0.54,Lumpy (Cục bộ)
FOODS_2_334_WI_3_validation,3.99,0.38,Intermittent (Ngắt quãng)
FOODS_2_335_CA_1_validation,2.5,0.25,Intermittent (Ngắt quãng)
FOODS_2_335_CA_2_validation,2.44,0.24,Intermittent (Ngắt quãng)
FOODS_2_335_CA_3_validation,2.57,0.26,Intermittent (Ngắt quãng)
FOODS_2_335_CA_4_validation,3.62,0.25,Intermittent (Ngắt quãng)
FOODS_2_335_TX_1_validation,7.01,0.24,Intermittent (Ngắt quãng)
FOODS_2_335_TX_2_validation,4.09,0.25,Intermittent (Ngắt quãng)
FOODS_2_335_TX_3_validation,7.3,0.14,Intermittent (Ngắt quãng)
FOODS_2_335_WI_1_validation,5.75,0.25,Intermittent (Ngắt quãng)
FOODS_2_335_WI_2_validation,3.04,0.24,Intermittent (Ngắt quãng)
FOODS_2_335_WI_3_validation,4.33,0.25,Intermittent (Ngắt quãng)
FOODS_2_336_CA_1_validation,3.6,0.26,Intermittent (Ngắt quãng)
FOODS_2_336_CA_2_validation,2.45,0.34,Intermittent (Ngắt quãng)
FOODS_2_336_CA_3_validation,3.49,0.25,Intermittent (Ngắt quãng)
FOODS_2_336_CA_4_validation,3.36,0.24,Intermittent (Ngắt quãng)
FOODS_2_336_TX_1_validation,3.58,0.26,Intermittent (Ngắt quãng)
FOODS_2_336_TX_2_validation,3.21,0.27,Intermittent (Ngắt quãng)
FOODS_2_336_TX_3_validation,2.88,0.25,Intermittent (Ngắt quãng)
FOODS_2_336_WI_1_validation,2.42,0.41,Intermittent (Ngắt quãng)
FOODS_2_336_WI_2_validation,4.79,0.29,Intermittent (Ngắt quãng)
